id,country,recency,frequency,monetary,r,f,m,rfm_score,fm,segment
1174890,MM,358,1,616.02,1,1,1,111,1,lost
1174902,VN,134,7,5772.78,2,4,4,244,4,at risk
1174992,PH,134,2,9184.86,2,2,4,224,3,at risk
1175100,VN,36,16,95105.28,4,5,5,455,5,loyal customers
1175268,CN,141,1,2401.80,2,1,3,213,2,hibernating
1175394,CN,295,3,5479.32,1,3,4,134,3,at risk
1175730,VN,43,8,22122.00,4,4,5,445,4,loyal customers
1175802,VN,22,11,2593.02,4,5,3,453,4,loyal customers
1175874,PH,29,1,1867.56,4,1,2,412,1,promising
1176534,PH,218,4,10470.06,2,3,4,234,3,at risk
1176726,CN,302,1,418.14,1,1,1,111,1,lost
1176996,PH,15,26,58046.70,5,5,5,555,5,champions
1177422,PH,1,28,118322.58,5,5,5,555,5,champions
1177770,VN,113,4,1186.68,3,3,2,332,2,about to sleep
1177776,VN,1,14,6718.86,5,5,4,554,4,loyal customers
1177992,VN,8,19,14143.20,5,5,5,555,5,champions
1178040,CN,225,2,640.02,2,2,1,221,1,lost
1178682,CN,169,1,194.82,2,1,1,211,1,lost
1178994,MM,302,1,1208.28,1,1,2,112,1,lost
1179000,PH,29,16,22743.24,4,5,5,455,5,loyal customers
1179162,PH,71,1,2801.34,3,1,3,313,2,about to sleep
1179276,MM,1,18,7910.58,5,5,4,554,4,loyal customers
1179414,PH,15,8,1817.82,5,4,2,542,3,potential loyalists
1179624,MM,218,5,3065.82,2,4,3,243,3,at risk
1179720,MM,15,12,28751.64,5,5,5,555,5,champions
1179990,CN,316,1,2409.06,1,1,3,113,2,lost
1180374,CN,162,1,1220.70,2,1,2,212,1,lost
1180416,CN,78,2,2433.84,3,2,3,323,2,about to sleep
1180464,CN,281,1,2927.76,1,1,3,113,2,lost
1180470,PH,1,6,7202.10,5,4,4,544,4,loyal customers
1180662,CN,162,1,416.58,2,1,1,211,1,lost
1180704,PH,8,14,18795.00,5,5,5,555,5,champions
1181016,MM,197,1,2206.08,2,1,2,212,1,lost
1181040,PH,106,2,0.00,3,2,1,321,1,about to sleep
1181604,CN,15,1,1177.14,5,1,2,512,1,new customers
1181694,PH,155,5,14035.92,2,4,5,245,4,at risk
1182360,CN,127,1,185.28,2,1,1,211,1,lost
1182390,MM,295,1,1212.00,1,1,2,112,1,lost
1182738,CN,71,1,14688.24,3,1,5,315,3,need attention
1182786,VN,344,1,384.84,1,1,1,111,1,lost
1183050,VN,85,3,1657.92,3,3,2,332,2,about to sleep
1183152,VN,1,45,26717.70,5,5,5,555,5,champions
1183644,CN,57,3,1319.16,3,3,2,332,2,about to sleep
1183704,CN,351,1,1214.52,1,1,2,112,1,lost
1184100,MM,29,3,2736.00,4,3,3,433,3,potential loyalists
1184214,PH,15,6,8272.26,5,4,4,544,4,loyal customers
1184526,MM,176,4,487.02,2,3,1,231,2,hibernating
1184688,PH,92,2,2906.76,3,2,3,323,2,about to sleep
1184718,CN,78,1,1102.14,3,1,2,312,1,about to sleep
1184724,CN,64,5,4779.60,3,4,3,343,3,need attention
1184946,CN,274,1,273.84,1,1,1,111,1,lost
1184988,PH,330,1,64294.02,1,1,5,115,3,at risk
1185084,CN,99,2,0.00,3,2,1,321,1,about to sleep
1185432,CN,141,1,2911.56,2,1,3,213,2,hibernating
1185504,MM,246,1,7272.00,1,1,4,114,2,lost
1185930,MM,127,4,3633.06,2,3,3,233,3,at risk
1186422,MM,36,1,284.70,4,1,1,411,1,promising
1186578,VN,113,1,571.92,3,1,1,311,1,about to sleep
1187214,MM,1,40,34327.74,5,5,5,555,5,champions
1187472,MM,302,1,1208.28,1,1,2,112,1,lost
1187526,CN,316,1,2214.06,1,1,3,113,2,lost
1187760,CN,253,2,11261.70,1,2,4,124,3,at risk
1187808,VN,92,51,47966.64,3,5,5,355,5,loyal customers
1187976,CN,316,1,623.46,1,1,1,111,1,lost
1188264,CN,239,2,2402.28,2,2,3,223,2,hibernating
1188294,CN,57,1,264.06,3,1,1,311,1,about to sleep
1188384,CN,365,1,2423.76,1,1,3,113,2,lost
1188390,VN,365,1,1126.50,1,1,2,112,1,lost
1188396,VN,8,38,58596.30,5,5,5,555,5,champions
1188462,VN,162,1,1026.00,2,1,2,212,1,lost
1188504,VN,106,2,472.20,3,2,1,321,1,about to sleep
1188858,CN,15,1,2959.98,5,1,3,513,2,potential loyalists
1188888,CN,344,1,379.74,1,1,1,111,1,lost
1189476,PH,15,20,10435.26,5,5,4,554,4,loyal customers
1189968,CN,253,1,1464.66,1,1,2,112,1,lost
1190160,PH,15,54,24386.76,5,5,5,555,5,champions
1190184,PH,1,15,5105.88,5,5,4,554,4,loyal customers
1190202,PH,8,16,7042.44,5,5,4,554,4,loyal customers
1190208,PH,1,33,14676.36,5,5,5,555,5,champions
1190214,PH,36,14,5980.44,4,5,4,454,4,loyal customers
1190238,PH,8,26,13018.80,5,5,4,554,4,loyal customers
1190250,PH,29,12,7321.98,4,5,4,454,4,loyal customers
1190262,PH,29,6,2769.90,4,4,3,443,3,potential loyalists
1190268,PH,85,35,13989.06,3,5,5,355,5,loyal customers
1190274,PH,162,12,6127.86,2,5,4,254,4,at risk
1190286,PH,1,50,24837.66,5,5,5,555,5,champions
1190316,PH,8,47,35835.36,5,5,5,555,5,champions
1190328,PH,29,41,20395.98,4,5,5,455,5,loyal customers
1190334,PH,22,56,34891.80,4,5,5,455,5,loyal customers
1190340,PH,29,9,4309.50,4,4,3,443,3,potential loyalists
1190412,PH,106,2,1225.92,3,2,2,322,2,about to sleep
1190460,PH,78,5,3064.80,3,4,3,343,3,need attention
1190478,PH,43,7,2084.52,4,4,2,442,3,potential loyalists
1190484,PH,57,12,5804.04,3,5,4,354,4,loyal customers
1190496,PH,330,2,1495.92,1,2,2,122,2,lost
1190520,PH,8,44,21663.84,5,5,5,555,5,champions
1190556,PH,50,13,4463.64,4,5,3,453,4,loyal customers
1190568,PH,1,45,25038.36,5,5,5,555,5,champions
1190574,PH,169,5,2840.58,2,4,3,243,3,at risk
1190598,PH,50,10,4484.58,4,5,3,453,4,loyal customers
1190616,PH,57,1,129.72,3,1,1,311,1,about to sleep
1190622,PH,22,19,6654.60,4,5,4,454,4,loyal customers
1190688,PH,127,10,3987.00,2,5,3,253,4,at risk
1190706,PH,43,26,11564.88,4,5,4,454,4,loyal customers
1190712,PH,29,20,11477.88,4,5,4,454,4,loyal customers
1190730,PH,43,16,8413.92,4,5,4,454,4,loyal customers
1190736,PH,1,9,3779.28,5,4,3,543,3,potential loyalists
1190754,PH,239,2,882.96,2,2,1,221,1,lost
1190802,PH,246,1,386.64,1,1,1,111,1,lost
1190826,PH,323,2,548.64,1,2,1,121,1,lost
1190832,PH,8,50,20032.50,5,5,5,555,5,champions
1190850,PH,1,19,11964.48,5,5,4,554,4,loyal customers
1190856,PH,15,17,8939.82,5,5,4,554,4,loyal customers
1190868,PH,22,14,4829.16,4,5,3,453,4,loyal customers
1190880,PH,365,2,481.50,1,2,1,121,1,lost
1190886,PH,204,15,16745.28,2,5,5,255,5,at risk
1190892,PH,1,22,7511.28,5,5,4,554,4,loyal customers
1190898,PH,351,1,612.96,1,1,1,111,1,lost
1190916,PH,1,7,3923.22,5,4,3,543,3,potential loyalists
1190946,PH,43,17,7881.24,4,5,4,454,4,loyal customers
1190952,PH,8,67,39329.34,5,5,5,555,5,champions
1190958,PH,29,18,8009.94,4,5,4,454,4,loyal customers
1190976,PH,22,20,20139.12,4,5,5,455,5,loyal customers
1191000,PH,253,2,771.96,1,2,1,121,1,lost
1191006,PH,15,16,10336.92,5,5,4,554,4,loyal customers
1191024,PH,1,3,2314.68,5,3,3,533,3,potential loyalists
1191030,PH,8,43,20940.54,5,5,5,555,5,champions
1191036,PH,8,50,21520.20,5,5,5,555,5,champions
1191042,PH,15,10,4900.62,5,5,4,554,4,loyal customers
1191054,CN,365,1,115.20,1,1,1,111,1,lost
1191096,PH,22,22,15091.38,4,5,5,455,5,loyal customers
1191126,PH,71,12,7113.06,3,5,4,354,4,loyal customers
1191156,PH,15,14,9987.54,5,5,4,554,4,loyal customers
1191186,PH,15,22,9009.72,5,5,4,554,4,loyal customers
1191192,PH,197,3,1361.16,2,3,2,232,2,hibernating
1191198,PH,43,10,6327.78,4,5,4,454,4,loyal customers
1191204,PH,8,71,34545.18,5,5,5,555,5,champions
1191210,PH,22,19,4669.20,4,5,3,453,4,loyal customers
1191216,PH,15,7,3702.96,5,4,3,543,3,potential loyalists
1191240,PH,1,7,2639.70,5,4,3,543,3,potential loyalists
1191258,PH,8,14,5779.50,5,5,4,554,4,loyal customers
1191270,PH,43,12,6469.56,4,5,4,454,4,loyal customers
1191378,VN,99,4,8539.68,3,3,4,334,3,need attention
1191408,CN,1,24,81572.10,5,5,5,555,5,champions
1191426,VN,36,22,33628.26,4,5,5,455,5,loyal customers
1191462,MM,169,1,2201.34,2,1,2,212,1,lost
1192296,CN,85,6,10384.08,3,4,4,344,4,loyal customers
1192476,MM,246,1,1212.00,1,1,2,112,1,lost
1192530,MM,64,1,74.46,3,1,1,311,1,about to sleep
1193184,VN,8,48,226175.76,5,5,5,555,5,champions
1193340,CN,316,1,74.28,1,1,1,111,1,lost
1193796,MM,316,1,913.62,1,1,1,111,1,lost
1193814,PH,8,4,4000.02,5,3,3,533,3,potential loyalists
1194024,CN,43,19,22562.16,4,5,5,455,5,loyal customers
1194396,VN,85,1,618.06,3,1,1,311,1,about to sleep
1194468,VN,337,2,2253.00,1,2,3,123,2,lost
1194606,CN,148,1,54.00,2,1,1,211,1,lost
1194654,CN,155,1,11644.80,2,1,4,214,2,hibernating
1194822,MM,358,1,2045.16,1,1,2,112,1,lost
1194840,PH,22,28,15916.44,4,5,5,455,5,loyal customers
1195572,VN,113,1,383.94,3,1,1,311,1,about to sleep
1195878,CN,246,1,1322.40,1,1,2,112,1,lost
1195884,PH,15,33,66309.30,5,5,5,555,5,champions
1196160,MM,8,12,14532.84,5,5,5,555,5,champions
1196274,CN,8,1,5486.10,5,1,4,514,2,potential loyalists
1196418,VN,1,53,51827.04,5,5,5,555,5,champions
1196526,PH,15,12,5426.40,5,5,4,554,4,loyal customers
1196622,VN,43,15,22888.14,4,5,5,455,5,loyal customers
1196796,MM,50,5,2993.82,4,4,3,443,3,potential loyalists
1197822,CN,232,1,1844.94,2,1,2,212,1,lost
1198374,CN,22,17,46827.00,4,5,5,455,5,loyal customers
1198386,MM,246,4,13411.02,1,3,4,134,3,at risk
1198884,CN,281,1,1215.18,1,1,2,112,1,lost
1199640,CN,141,1,132.30,2,1,1,211,1,lost
1199724,CN,1,8,10074.06,5,4,4,544,4,loyal customers
1199850,VN,99,2,3317.04,3,2,3,323,2,about to sleep
1199862,VN,204,3,1455.90,2,3,2,232,2,hibernating
1199970,VN,15,9,7983.96,5,4,4,544,4,loyal customers
1200018,VN,29,31,37834.50,4,5,5,455,5,loyal customers
1200612,CN,351,1,111.48,1,1,1,111,1,lost
1200852,CN,29,1,5955.90,4,1,4,414,2,potential loyalists
1201044,CN,36,2,2849.28,4,2,3,423,2,potential loyalists
1201206,CN,358,1,811.44,1,1,1,111,1,lost
1201500,CN,246,1,796.14,1,1,1,111,1,lost
1201746,CN,197,1,622.32,2,1,1,211,1,lost
1201800,CN,162,4,1160.52,2,3,2,232,2,hibernating
1201950,PH,253,1,1163.88,1,1,2,112,1,lost
1202004,CN,155,1,176.22,2,1,1,211,1,lost
1202256,MM,15,1,5953.80,5,1,4,514,2,potential loyalists
1202340,VN,8,18,41551.38,5,5,5,555,5,champions
1202376,VN,64,8,9970.38,3,4,4,344,4,loyal customers
1202514,CN,351,1,19450.56,1,1,5,115,3,at risk
1202610,VN,22,9,36623.64,4,4,5,445,4,loyal customers
1202868,CN,190,2,2778.42,2,2,3,223,2,hibernating
1203072,PH,120,17,5145.12,3,5,4,354,4,loyal customers
1203090,PH,64,5,5961.00,3,4,4,344,4,loyal customers
1203414,CN,1,29,10149.30,5,5,4,554,4,loyal customers
1203702,PH,22,11,216591.60,4,5,5,455,5,loyal customers
1204176,CN,134,1,9224.70,2,1,4,214,2,hibernating
1204224,CN,8,9,4194.00,5,4,3,543,3,potential loyalists
1204560,MM,50,11,16610.76,4,5,5,455,5,loyal customers
1204686,MM,36,9,17534.94,4,4,5,445,4,loyal customers
1204722,CN,351,1,1672.74,1,1,2,112,1,lost
1205040,MM,323,1,776.16,1,1,1,111,1,lost
1205220,CN,246,1,6230.88,1,1,4,114,2,lost
1205442,CN,274,1,2252.34,1,1,3,113,2,lost
1205604,CN,8,4,3662.04,5,3,3,533,3,potential loyalists
1205820,CN,92,1,286.74,3,1,1,311,1,about to sleep
1207086,CN,106,2,1410.42,3,2,2,322,2,about to sleep
1207266,CN,64,3,2187.00,3,3,2,332,2,about to sleep
1207410,CN,281,1,2019.90,1,1,2,112,1,lost
1207620,CN,197,1,1095.18,2,1,2,212,1,lost
1207794,CN,309,1,4253.64,1,1,3,113,2,lost
1207860,CN,8,3,6398.70,5,3,4,534,3,potential loyalists
1208598,MM,8,3,14354.28,5,3,5,535,4,loyal customers
1209078,CN,43,1,155.64,4,1,1,411,1,promising
1210032,CN,323,1,68.40,1,1,1,111,1,lost
1210860,MM,1,33,100319.58,5,5,5,555,5,champions
1211688,MM,92,11,15504.00,3,5,5,355,5,loyal customers
1211784,CN,134,2,973.08,2,2,2,222,2,hibernating
1212234,CN,120,1,2915.94,3,1,3,313,2,about to sleep
1212324,MM,190,3,3695.22,2,3,3,233,3,at risk
1212420,CN,218,2,2433.84,2,2,3,223,2,hibernating
1212438,CN,295,1,366.48,1,1,1,111,1,lost
1212678,CN,176,1,352.38,2,1,1,211,1,lost
1212696,CN,134,15,2107.86,2,5,2,252,3,at risk
1213254,MM,71,1,382.50,3,1,1,311,1,about to sleep
1213350,MM,1,4,3065.82,5,3,3,533,3,potential loyalists
1213380,MM,169,3,4863.60,2,3,4,234,3,at risk
1214022,CN,302,2,4860.12,1,2,4,124,3,at risk
1214106,CN,120,1,3096.48,3,1,3,313,2,about to sleep
1214124,CN,1,10,12114.30,5,5,4,554,4,loyal customers
1214340,CN,106,1,286.74,3,1,1,311,1,about to sleep
1215042,MM,302,2,3624.84,1,2,3,123,2,lost
1215714,CN,155,2,2441.40,2,2,3,223,2,hibernating
1215864,MM,8,11,5710.20,5,5,4,554,4,loyal customers
1216122,CN,218,1,135.00,2,1,1,211,1,lost
1216224,CN,302,2,4235.28,1,2,3,123,2,lost
1216602,MM,22,7,5281.32,4,4,4,444,4,loyal customers
1217226,MM,120,1,1212.00,3,1,2,312,1,about to sleep
1217736,MM,29,4,2930.70,4,3,3,433,3,potential loyalists
1217886,CN,43,3,917.64,4,3,1,431,2,potential loyalists
1218216,MM,288,4,8443.56,1,3,4,134,3,at risk
1218384,CN,50,3,3158.94,4,3,3,433,3,potential loyalists
1218486,MM,43,2,782.52,4,2,1,421,1,promising
1218528,CN,71,2,6075.12,3,2,4,324,3,need attention
1218642,CN,169,5,1563.66,2,4,2,242,3,at risk
1218804,CN,64,3,3892.14,3,3,3,333,3,need attention
1219422,CN,337,2,10430.04,1,2,4,124,3,at risk
1219428,MM,43,4,4738.32,4,3,3,433,3,potential loyalists
1219578,CN,260,2,3646.98,1,2,3,123,2,lost
1219662,MM,8,9,4135.44,5,4,3,543,3,potential loyalists
1219986,CN,302,1,425.76,1,1,1,111,1,lost
1220040,CN,99,2,389.64,3,2,1,321,1,about to sleep
1220100,MM,127,3,9677.40,2,3,4,234,3,at risk
1220112,CN,281,1,2230.02,1,1,3,113,2,lost
1220178,MM,15,20,47645.40,5,5,5,555,5,champions
1220268,CN,190,1,1220.70,2,1,2,212,1,lost
1220376,MM,15,6,3090.24,5,4,3,543,3,potential loyalists
1220448,CN,288,2,2433.84,1,2,3,123,2,lost
1220898,MM,344,1,360.66,1,1,1,111,1,lost
1221036,CN,155,1,3653.40,2,1,3,213,2,hibernating
1221156,CN,162,1,1719.30,2,1,2,212,1,lost
1221474,MM,162,1,361.80,2,1,1,211,1,lost
1221612,CN,337,1,1015.38,1,1,2,112,1,lost
1221822,MM,169,1,205.62,2,1,1,211,1,lost
1221996,CN,204,2,3662.10,2,2,3,223,2,hibernating
1222038,CN,8,25,108105.78,5,5,5,555,5,champions
1222422,MM,8,22,20154.00,5,5,5,555,5,champions
1222650,MM,127,1,362.34,2,1,1,211,1,lost
1223124,CN,22,1,1177.14,4,1,2,412,1,promising
1223130,CN,92,1,4431.24,3,1,3,313,2,about to sleep
1223310,MM,232,1,389.28,2,1,1,211,1,lost
1223400,CN,8,2,792.36,5,2,1,521,1,new customers
1223580,CN,330,1,3720.60,1,1,3,113,2,lost
1223670,CN,1,14,43489.92,5,5,5,555,5,champions
1223796,CN,267,1,1546.20,1,1,2,112,1,lost
1224174,CN,323,2,6871.80,1,2,4,124,3,at risk
1224840,CN,57,3,818.94,3,3,1,331,2,about to sleep
1224936,CN,134,1,912.78,2,1,1,211,1,lost
1224996,CN,22,19,28850.34,4,5,5,455,5,loyal customers
1225110,MM,36,17,59836.68,4,5,5,455,5,loyal customers
1225236,MM,204,2,14134.32,2,2,5,225,3,at risk
1800354,IN,302,2,7375.32,1,2,4,124,3,at risk
1800480,IN,15,8,9683.34,5,4,4,544,4,loyal customers
1800582,IN,330,1,970.68,1,1,2,112,1,lost
1800600,IN,15,1,216.54,5,1,1,511,1,new customers
1800636,IN,344,1,151.80,1,1,1,111,1,lost
1800702,IN,22,9,13280.40,4,4,4,444,4,loyal customers
1800708,IN,120,2,5895.84,3,2,4,324,3,need attention
1800744,IN,36,6,8798.34,4,4,4,444,4,loyal customers
1800750,IN,127,2,3659.52,2,2,3,223,2,hibernating
1800900,IN,36,7,64149.90,4,4,5,445,4,loyal customers
1800924,IN,8,12,24421.56,5,5,5,555,5,champions
1801320,IN,29,10,27444.12,4,5,5,455,5,loyal customers
1801494,IN,15,9,25361.22,5,4,5,545,4,loyal customers
1801518,IN,1,36,107246.34,5,5,5,555,5,champions
1801692,IN,1,12,25566.84,5,5,5,555,5,champions
1801746,IN,113,3,4359.00,3,3,3,333,3,need attention
1802094,IN,141,2,18382.68,2,2,5,225,3,at risk
1802208,IN,78,4,10211.04,3,3,4,334,3,need attention
1802412,IN,162,2,2189.40,2,2,2,222,2,hibernating
1802436,IN,8,174,1100334.78,5,5,5,555,5,champions
1802520,IN,253,1,1951.02,1,1,2,112,1,lost
1802952,IN,15,24,279979.32,5,5,5,555,5,champions
1803048,IN,120,2,2886.90,3,2,3,323,2,about to sleep
1803180,IN,197,1,968.22,2,1,2,212,1,lost
1803198,IN,281,4,5411.58,1,3,4,134,3,at risk
1803270,IN,29,4,17068.92,4,3,5,435,4,loyal customers
1803552,IN,141,10,35439.84,2,5,5,255,5,at risk
1803672,IN,267,12,70506.96,1,5,5,155,5,can't lose
1803894,IN,22,2,10990.98,4,2,4,424,3,potential loyalists
1803990,IN,309,2,3081.42,1,2,3,123,2,lost
1804440,IN,295,1,292.98,1,1,1,111,1,lost
1804914,IN,22,3,591.84,4,3,1,431,2,potential loyalists
1805106,IN,8,17,38001.60,5,5,5,555,5,champions
1805118,IN,260,1,1938.72,1,1,2,112,1,lost
1805178,IN,22,12,37648.26,4,5,5,455,5,loyal customers
1805268,IN,15,39,162198.48,5,5,5,555,5,champions
1805568,IN,267,11,10065.42,1,5,4,154,4,at risk
1805994,IN,267,2,1156.26,1,2,2,122,2,lost
1806234,IN,78,10,31623.00,3,5,5,355,5,loyal customers
1806372,IN,15,29,199352.82,5,5,5,555,5,champions
1806432,IN,29,3,15477.06,4,3,5,435,4,loyal customers
1806474,IN,57,19,23391.84,3,5,5,355,5,loyal customers
1806648,IN,22,11,22267.38,4,5,5,455,5,loyal customers
1806756,IN,1,22,49130.82,5,5,5,555,5,champions
1806936,IN,288,4,6097.32,1,3,4,134,3,at risk
1807134,IN,1,9,41580.54,5,4,5,545,4,loyal customers
1807338,IN,50,13,19546.98,4,5,5,455,5,loyal customers
1807470,IN,43,4,5241.66,4,3,4,434,3,potential loyalists
1807500,IN,71,2,5021.40,3,2,4,324,3,need attention
1807566,IN,78,2,2169.84,3,2,2,322,2,about to sleep
1807590,IN,71,6,10486.56,3,4,4,344,4,loyal customers
1807716,IN,8,7,13417.02,5,4,4,544,4,loyal customers
1807854,IN,281,2,2420.16,1,2,3,123,2,lost
1808130,IN,50,5,13553.04,4,4,4,444,4,loyal customers
1808184,IN,127,1,12113.88,2,1,4,214,2,hibernating
1808346,IN,267,13,5787.36,1,5,4,154,4,at risk
1808352,IN,113,10,18166.26,3,5,5,355,5,loyal customers
1808376,IN,99,9,13339.44,3,4,4,344,4,loyal customers
1808388,IN,85,5,15815.70,3,4,5,345,4,loyal customers
1808466,IN,1,8,20580.60,5,4,5,545,4,loyal customers
1808742,IN,169,3,5294.40,2,3,4,234,3,at risk
1808832,IN,267,7,50370.06,1,4,5,145,4,at risk
1809138,IN,162,4,2168.52,2,3,2,232,2,hibernating
1809156,IN,29,6,3187.50,4,4,3,443,3,potential loyalists
1809258,IN,29,6,10466.64,4,4,4,444,4,loyal customers
1817820,IN,29,9,48457.14,4,4,5,445,4,loyal customers
1818024,IN,365,1,315.00,1,1,1,111,1,lost
1819836,IN,92,1,289.80,3,1,1,311,1,about to sleep
1819950,IN,29,6,23168.64,4,4,5,445,4,loyal customers
1822356,IN,15,15,107526.42,5,5,5,555,5,champions
1822758,IN,1,9,10929.00,5,4,4,544,4,loyal customers
1823292,IN,225,1,1938.72,2,1,2,212,1,lost
1823694,IN,15,11,21716.88,5,5,5,555,5,champions
1824288,IN,351,1,361.68,1,1,1,111,1,lost
1824990,IN,113,3,4388.88,3,3,3,333,3,need attention
1825050,IN,113,1,215.88,3,1,1,311,1,about to sleep
1825098,IN,1,7,8450.70,5,4,4,544,4,loyal customers
1825116,IN,15,2,2279.88,5,2,3,523,2,potential loyalists
1825182,IN,71,10,13566.84,3,5,4,354,4,loyal customers
1825314,IN,71,6,11938.32,3,4,4,344,4,loyal customers
1825638,IN,15,5,7997.76,5,4,4,544,4,loyal customers
1826172,IN,155,2,2228.52,2,2,3,223,2,hibernating
1827930,IN,176,1,289.80,2,1,1,211,1,lost
1828050,IN,50,17,25716.24,4,5,5,455,5,loyal customers
1828218,IN,253,1,975.48,1,1,2,112,1,lost
1828260,IN,295,1,978.00,1,1,2,112,1,lost
1828320,IN,57,1,737.52,3,1,1,311,1,about to sleep
1828782,IN,43,9,9720.30,4,4,4,444,4,loyal customers
1828842,IN,295,2,3380.16,1,2,3,123,2,lost
1829196,IN,99,8,2663.22,3,4,3,343,3,need attention
1830378,IN,148,4,13111.08,2,3,4,234,3,at risk
1830420,IN,15,3,8054.64,5,3,4,534,3,potential loyalists
1831980,IN,8,7,15069.60,5,4,5,545,4,loyal customers
1832070,IN,127,1,7786.02,2,1,4,214,2,hibernating
1833264,IN,316,1,572.46,1,1,1,111,1,lost
1833360,IN,78,9,6446.34,3,4,4,344,4,loyal customers
1833504,IN,267,3,655.92,1,3,1,131,2,lost
1834596,IN,106,5,20211.54,3,4,5,345,4,loyal customers
1834650,IN,8,10,17932.68,5,5,5,555,5,champions
1834698,IN,29,5,11320.44,4,4,4,444,4,loyal customers
1834722,IN,50,18,16101.30,4,5,5,455,5,loyal customers
1835904,IN,1,6,12963.66,5,4,4,544,4,loyal customers
1836534,IN,15,14,15928.20,5,5,5,555,5,champions
1836570,IN,106,13,19284.06,3,5,5,355,5,loyal customers
1836810,IN,71,5,7954.92,3,4,4,344,4,loyal customers
1836858,IN,15,9,27254.46,5,4,5,545,4,loyal customers
1837464,IN,1,16,21408.78,5,5,5,555,5,champions
1837902,IN,15,3,8830.56,5,3,4,534,3,potential loyalists
1838130,IN,57,2,6785.04,3,2,4,324,3,need attention
1838376,IN,295,1,629.04,1,1,1,111,1,lost
1838850,IN,29,24,27559.80,4,5,5,455,5,loyal customers
1838892,IN,8,6,7576.56,5,4,4,544,4,loyal customers
1839270,IN,239,5,113579.34,2,4,5,245,4,at risk
1840218,IN,1,11,48692.28,5,5,5,555,5,champions
1841142,IN,183,1,2524.68,2,1,3,213,2,hibernating
1841202,IN,120,1,1557.18,3,1,2,312,1,about to sleep
1841562,IN,148,6,36356.10,2,4,5,245,4,at risk
1842618,IN,183,3,574.02,2,3,1,231,2,hibernating
1842822,IN,127,1,1922.82,2,1,2,212,1,lost
1843062,IN,218,3,3020.58,2,3,3,233,3,at risk
1843392,IN,64,6,3026.76,3,4,3,343,3,need attention
1843806,IN,8,28,53082.90,5,5,5,555,5,champions
1844256,IN,309,2,2425.14,1,2,3,123,2,lost
1845006,IN,204,1,1221.36,2,1,2,212,1,lost
1845534,IN,78,5,7818.12,3,4,4,344,4,loyal customers
1845774,IN,36,11,28571.10,4,5,5,455,5,loyal customers
1845870,IN,29,3,6169.92,4,3,4,434,3,potential loyalists
1845930,IN,57,7,12671.46,3,4,4,344,4,loyal customers
1845942,IN,351,1,1201.08,1,1,2,112,1,lost
1845990,IN,15,15,21953.52,5,5,5,555,5,champions
1847142,IN,120,1,1211.40,3,1,2,312,1,about to sleep
1847250,IN,106,2,136.80,3,2,1,321,1,about to sleep
1847712,IN,211,1,368.76,2,1,1,211,1,lost
1848042,IN,267,1,12213.54,1,1,4,114,2,lost
1848624,IN,8,58,79088.58,5,5,5,555,5,champions
1848696,IN,15,9,4644.54,5,4,3,543,3,potential loyalists
1849704,IN,15,15,26446.32,5,5,5,555,5,champions
1849950,IN,302,1,6120.24,1,1,4,114,2,lost
1850448,IN,43,9,18869.22,4,4,5,445,4,loyal customers
1851594,IN,15,29,614000.76,5,5,5,555,5,champions
1852116,IN,78,2,1842.48,3,2,2,322,2,about to sleep
1852518,IN,134,1,239.16,2,1,1,211,1,lost
1852632,IN,1,7,26080.32,5,4,5,545,4,loyal customers
1852998,IN,43,6,5808.72,4,4,4,444,4,loyal customers
1853484,IN,260,7,37378.14,1,4,5,145,4,at risk
1856628,IN,36,2,7775.10,4,2,4,424,3,potential loyalists
1856742,IN,92,14,38483.52,3,5,5,355,5,loyal customers
1857600,IN,260,2,5854.92,1,2,4,124,3,at risk
1858290,IN,106,1,578.22,3,1,1,311,1,about to sleep
1858386,IN,176,1,30647.28,2,1,5,215,3,at risk
1858662,IN,50,1,1225.20,4,1,2,412,1,promising
1859760,IN,8,1,1202.76,5,1,2,512,1,new customers
1860432,IN,155,4,7665.96,2,3,4,234,3,at risk
1861062,IN,50,8,93249.60,4,4,5,445,4,loyal customers
1861608,IN,239,2,6513.90,2,2,4,224,3,at risk
1863330,IN,71,2,5586.90,3,2,4,324,3,need attention
1864008,IN,15,35,47909.34,5,5,5,555,5,champions
1864398,IN,127,2,3259.50,2,2,3,223,2,hibernating
1865934,IN,1,18,73511.40,5,5,5,555,5,champions
1867170,IN,8,36,81285.06,5,5,5,555,5,champions
1867908,IN,1,19,15005.58,5,5,5,555,5,champions
1868250,IN,50,10,19022.76,4,5,5,455,5,loyal customers
1868622,IN,127,2,250.44,2,2,1,221,1,lost
1868886,IN,99,2,3134.22,3,2,3,323,2,about to sleep
1869864,IN,246,3,20798.28,1,3,5,135,4,at risk
1869894,IN,288,1,585.96,1,1,1,111,1,lost
1872678,IN,1,4,25820.88,5,3,5,535,4,loyal customers
1872798,IN,50,1,626.22,4,1,1,411,1,promising
1872852,IN,50,3,8336.46,4,3,4,434,3,potential loyalists
1872924,IN,162,4,7937.52,2,3,4,234,3,at risk
1873176,IN,127,10,25887.60,2,5,5,255,5,at risk
1873602,IN,15,33,91142.70,5,5,5,555,5,champions
1875540,IN,8,14,19605.48,5,5,5,555,5,champions
1876068,IN,36,9,6897.54,4,4,4,444,4,loyal customers
1876650,IN,169,1,3196.38,2,1,3,213,2,hibernating
